arm,phase,update,compute_units,group,query_hops,inference_loops,accuracy,correct,n,sources
fixed4,initializer,0,0,d8,8,4,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d8,8,6,0.09375,12,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d8,8,8,0.0625,8,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d8,8,16,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d1,1,6,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d1,1,16,0.8984375,115,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d2,2,4,0.1015625,13,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d2,2,6,0.234375,30,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d2,2,8,0.3125,40,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed4,initializer,0,0,d2,2,16,0.1953125,25,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,intermediate,400,1022361600,unseen_9_12,"9,10,11,12",4,0.140625,72,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,unseen_9_12,"9,10,11,12",8,0.119140625,61,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,unseen_9_12,"9,10,11,12",16,0.123046875,63,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d6,6,4,0.1484375,19,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d6,6,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d6,6,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d8,8,4,0.1328125,17,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d8,8,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d8,8,16,0.1171875,15,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d1,1,4,0.1171875,15,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d1,1,8,0.0703125,9,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d1,1,16,0.1796875,23,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d2,2,4,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d2,2,8,0.1015625,13,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,400,1022361600,d2,2,16,0.1015625,13,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-400.json
fixed8,intermediate,800,2044723200,unseen_9_12,"9,10,11,12",4,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,unseen_9_12,"9,10,11,12",8,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,unseen_9_12,"9,10,11,12",16,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d6,6,4,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d6,6,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d6,6,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d8,8,4,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d8,8,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d8,8,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d1,1,4,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d1,1,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d1,1,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d2,2,4,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d2,2,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,intermediate,800,2044723200,d2,2,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-800.json
fixed8,final,1200,3067084800,unseen_9_12,"9,10,11,12",4,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,unseen_9_12,"9,10,11,12",8,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,unseen_9_12,"9,10,11,12",16,0.125,64,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d6,6,4,0.140625,18,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d6,6,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d6,6,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d8,8,4,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d8,8,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d8,8,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d1,1,4,0.1015625,13,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d1,1,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d1,1,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d2,2,4,0.1171875,15,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d2,2,8,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,final,1200,3067084800,d2,2,16,0.125,16,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/runs/v4-fixed8-s20260915/dev-final.json
fixed8,initializer,0,0,unseen_9_12,"9,10,11,12",4,0.091796875,47,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,unseen_9_12,"9,10,11,12",8,0.087890625,45,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,unseen_9_12,"9,10,11,12",16,0.0859375,44,512,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d6,6,4,0.0859375,11,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d6,6,8,0.09375,12,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d6,6,16,0.0859375,11,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d8,8,4,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d8,8,8,0.0625,8,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d8,8,16,0.109375,14,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d1,1,4,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d1,1,8,1.0,128,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d1,1,16,0.8984375,115,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d2,2,4,0.1015625,13,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d2,2,8,0.3125,40,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
fixed8,initializer,0,0,d2,2,16,0.1953125,25,128,/Users/erv1n/.codex/.chatgpt-projects/g-p-6969e66e9a4881918d9ff7aae4c0608c/diagnostics/v4-initializer-dev/initializer-dev.json
